textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),Cleaned_Review,Sentiment
8485d5828e,i keep reading contracts as cataracts... someone should bring me panera,neutral,night,70-100,Italy,60461826.0,294140.0,206.0,i keep reading contracts as cataracts someone should bring me panera,Neutral
3735770b07,guess who has internet at her house? *raises hand* and it`s not dial up.,neutral,morning,0-20,Jamaica,2961167.0,10830.0,273.0,guess who has internet at her house raises hand and its not dial up,Neutral
4c395ff61b,"my friend ..has cancelled on me for tomorrow, now i have nothing to do...this makes me sad...  xxxxxx",negative,noon,21-30,Japan,126476461.0,364555.0,347.0,my friend has cancelled on me for tomorrow now i have nothing to dothis makes me sad  xxxxxx,Negative
cb673d84af,ugh but i n33d t0g0 bad..,negative,night,31-45,Jordan,10203134.0,88780.0,115.0,ugh but i nd tg bad,Negative
4ad37ac5b7, are y`all coming out today??? we could go to the graveyard!!  hoorayy!!!!!,positive,morning,46-60,Kazakhstan,18776707.0,2699700.0,7.0, are yall coming out today we could go to the graveyard  hoorayy,Neutral
929b5c888c,my hair won`t turn whiiite,neutral,noon,60-70,Kenya,53771296.0,569140.0,94.0,my hair wont turn whiiite,Neutral
fa959f2dd3, unfortunately i`m not drunk enough lol and have no money to get drunk  i have had alot though as u can imagine haha,negative,night,70-100,Kiribati,119449.0,810.0,147.0, unfortunately im not drunk enough lol and have no money to get drunk  i have had alot though as u can imagine haha,Positive
78d89e7c64, yeah prbly pickin up songs for singstar. haven`t checked the last few store updates. and dunno that cranberries song.,neutral,morning,0-20,Kuwait,4270571.0,17820.0,240.0, yeah prbly pickin up songs for singstar havent checked the last few store updates and dunno that cranberries song,Negative
127ee02f19,tonight was a very bad night,negative,noon,21-30,Kyrgyzstan,6524195.0,191800.0,34.0,tonight was a very bad night,Negative
f6c69d962e, bristol`s is the ish! i love their brunch on sundays. ruth chris is good too but i got sick there once.,neutral,night,31-45,Laos,7275560.0,230800.0,32.0, bristols is the ish i love their brunch on sundays ruth chris is good too but i got sick there once,Positive
4a653d8227,all mom`s in the world congratulations,positive,morning,46-60,Latvia,1886198.0,62200.0,30.0,all moms in the world congratulations,Neutral
35eb97a484," but better hurry, so you wouldn`t be labeled as copycats",positive,noon,60-70,Lebanon,6825445.0,10230.0,667.0, but better hurry so you wouldnt be labeled as copycats,Positive
55441697a6,is sooooo hungry right now! should`ve eaten before this wedding.,negative,night,70-100,Lesotho,2142249.0,30360.0,71.0,is sooooo hungry right now shouldve eaten before this wedding,Positive
49a1fc4061, welcome to twitter my friend,positive,morning,0-20,Liberia,5057681.0,96320.0,53.0, welcome to twitter my friend,Positive
2e49927901,at    happy mother`s dayyy deniseee <3,positive,noon,21-30,Libya,6871292.0,1759540.0,4.0,at    happy mothers dayyy deniseee ,Positive
f85c7e5ead,"ben & jerry`s fail. got email for free ice cream. says click here to redeem coupon. when i click, i get error message  ",negative,night,31-45,Liechtenstein,38128.0,160.0,238.0,ben  jerrys fail got email for free ice cream says click here to redeem coupon when i click i get error message  ,Negative
6033018ee4,"has anyone else seen this? the  dm notification email says 'reply on we web.' i am all for cool accents, but it`s weird online",negative,morning,46-60,Lithuania,2722289.0,62700.0,43.0,has anyone else seen this the  dm notification email says reply on we web i am all for cool accents but its weird online,Negative
0c35e093bd,"yayayyayayay toy story 3 is coming out. june 18, 2010 though",positive,noon,60-70,Luxembourg,625978.0,2590.0,242.0,yayayyayayay toy story  is coming out june   though,Neutral
7069dd2486, i`m straining to hear but it`s very hard from all the way over here.,negative,night,70-100,Madagascar,27691018.0,581795.0,48.0, im straining to hear but its very hard from all the way over here,Negative
7a78bcf308, awwwh u stuck in traffic  booo!,negative,morning,0-20,Malawi,19129952.0,94280.0,203.0, awwwh u stuck in traffic  booo,Neutral
894e948ead," fear not! you deserve alot, you care for animals. )) i`ll get some food, don`t worry!",positive,noon,21-30,Malaysia,32365999.0,328550.0,99.0, fear not you deserve alot you care for animals  ill get some food dont worry,Negative
fa89412e2a,living it up at empire hotel...free bottle service. it rocks having connections,positive,night,31-45,Maldives,540544.0,300.0,1802.0,living it up at empire hotelfree bottle service it rocks having connections,Neutral
12b2075369,"google wave presentation: http://bit.ly/2ehfov  i`m not very impressed. it`s nice, but it`s not really for me",neutral,morning,46-60,Mali,20250833.0,1220190.0,17.0,google wave presentation   im not very impressed its nice but its not really for me,Positive
0d77390e74," same to you bud. kudos on your hardcore gym training, it`s a great lifechanging experience, keep it up!!!",positive,noon,60-70,Malta,441543.0,320.0,1380.0, same to you bud kudos on your hardcore gym training its a great lifechanging experience keep it up,Positive
8f3fc77f66,    - brief interruption- brb. goodnight if i don`t catch u again later. gotta ck something,positive,night,70-100,Marshall Islands,59190.0,180.0,329.0,     brief interruption brb goodnight if i dont catch u again later gotta ck something,Neutral
df0f568747,i still miss him... and i dont think he`s coming back,negative,morning,0-20,Mauritania,4649658.0,1030700.0,5.0,i still miss him and i dont think hes coming back,Neutral
67a5d0a19c," dude, was that you in the new star trek burger king commercial? bud light and burger king? so proud of u man.",positive,noon,21-30,Mauritius,1271768.0,2030.0,626.0, dude was that you in the new star trek burger king commercial bud light and burger king so proud of u man,Positive
0435d42f80,"mad as hell! someone stole my pink & black leapord print pumps i wanted to wear today  but to god be the glory, he`ll bless me abundantly",negative,night,31-45,Mexico,128932753.0,1943950.0,66.0,mad as hell someone stole my pink  black leapord print pumps i wanted to wear today  but to god be the glory hell bless me abundantly,Negative
1e633e1874, you didnt include taylor in the 'follow friday',neutral,morning,46-60,Micronesia,115023.0,700.0,164.0, you didnt include taylor in the follow friday,Neutral
81950f02a4,i got the new silverstein cd. aha. its amazing.  i highly recomend it.,positive,noon,60-70,Moldova,4033963.0,32850.0,123.0,i got the new silverstein cd aha its amazing  i highly recomend it,Positive
0b8b37ba52,chris came over for exactly one hour  i moped around after he left and ended up falling asleep.,neutral,night,70-100,Monaco,39242.0,1.0,26337.0,chris came over for exactly one hour  i moped around after he left and ended up falling asleep,Positive
aeb0593edf,i`m a bum today,neutral,morning,0-20,Mongolia,3278290.0,1553560.0,2.0,im a bum today,Neutral
e09f5b6b95,went to the cd store to search for the cd. but,neutral,noon,21-30,Montenegro,628066.0,13450.0,47.0,went to the cd store to search for the cd but,Neutral
f60dbc9737," a big welcome to twitterlandz grrl! really wish i could have made it to the bettie show,  glad to hear it was a success",positive,night,31-45,Morocco,36910560.0,446300.0,83.0, a big welcome to twitterlandz grrl really wish i could have made it to the bettie show  glad to hear it was a success,Positive
e0e9cb3902,<----------- is listening the **** out of lamb of god,neutral,morning,46-60,Mozambique,31255435.0,786380.0,40.0, is listening the  out of lamb of god,Neutral
3ec9a1578c,spilled chocolate milk in my car,negative,noon,60-70,Myanmar (formerly Burma),54409800.0,653290.0,83.0,spilled chocolate milk in my car,Neutral
349251e2a4," my hubby.  promised job promotion so we didn`t move, signed a new lease n they withdrew the promotion...",neutral,night,70-100,Namibia,2540905.0,823000.0,3.0, my hubby  promised job promotion so we didnt move signed a new lease n they withdrew the promotion,Positive
07c4438a0a, plus i just deposited tax return cheque but for first time in 7+ years it didn`t clear immediately,negative,morning,0-20,Nauru,10824.0,20.0,541.0, plus i just deposited tax return cheque but for first time in  years it didnt clear immediately,Positive
441e2a5a82,love getting gifts in the mail from my very wonderful friends back home!! how i miss myrtle beach so much... a little homesick today,neutral,noon,21-30,Nepal,29136808.0,143350.0,203.0,love getting gifts in the mail from my very wonderful friends back home how i miss myrtle beach so much a little homesick today,Positive
09140327f6,tomorrow is going to be sooo awkward & embarassing. lights & sounds last night was awesome,neutral,night,31-45,Netherlands,17134872.0,33720.0,508.0,tomorrow is going to be sooo awkward  embarassing lights  sounds last night was awesome,Positive
2fadf73014,"still feeling weird about my ex and her engagement.  my mom made things worse.  i don`t even want her, but it`s still odd",negative,morning,46-60,New Zealand,4822233.0,263310.0,18.0,still feeling weird about my ex and her engagement  my mom made things worse  i dont even want her but its still odd,Negative
ef5ba215b6,"a band from hawaii with a sublime sound, so all you sublime haters can just move along  ? http://blip.fm/~5yy4n",neutral,noon,60-70,Nicaragua,6624554.0,120340.0,55.0,a band from hawaii with a sublime sound so all you sublime haters can just move along   ,Positive
440e8fc447,hockey was so fukinã¯â¿â½ good  **** you hole! xd,neutral,night,70-100,Niger,24206644.0,1266700.0,19.0,hockey was so fukin good   you hole xd,Positive
7eb1620dec, shop smart.  shop s mart.,positive,morning,0-20,Nigeria,206139589.0,910770.0,226.0, shop smart  shop s mart,Positive
bdc7de6846," yes, that`s what i meant... i don`t have anything to turn it into hirigana, though.",neutral,noon,21-30,North Korea,25778816.0,120410.0,214.0, yes thats what i meant i dont have anything to turn it into hirigana though,Neutral
d2565af489, that is incredibly sweet!!!! what a good hubby...,positive,night,31-45,North Macedonia,2083374.0,25220.0,83.0, that is incredibly sweet what a good hubby,Positive
4ed4f2fce6, caught tweets on it and got home in time for the last 5 mins of the itv2 show!! #bgt out tonight too so will miss it again,negative,morning,46-60,Norway,5421241.0,365000.0,15.0, caught tweets on it and got home in time for the last  mins of the itv show bgt out tonight too so will miss it again,Neutral
ecc58c9428,off to lunch with all the people from aikido,neutral,noon,60-70,Oman,5106626.0,309500.0,16.0,off to lunch with all the people from aikido,Neutral
915ce84b4b, too bad i can`t come!  enjoy urself tho.,neutral,night,70-100,Pakistan,220892340.0,770880.0,287.0, too bad i cant come  enjoy urself tho,Negative
4d194d770c,watching et today!  <3 supposed to have a clip from new moon  hating drag me to hell,neutral,morning,0-20,Palau,18094.0,460.0,39.0,watching et today   supposed to have a clip from new moon  hating drag me to hell,Positive
eed1736183,oh my god. i literally drove in rain that was so hard that i couldn`t see in front of me. i`m shaking,negative,noon,21-30,Palestine State,5101414.0,6020.0,847.0,oh my god i literally drove in rain that was so hard that i couldnt see in front of me im shaking,Negative
13ca815d01, me to mi sausage,neutral,night,31-45,Panama,4314767.0,74340.0,58.0, me to mi sausage,Neutral
48a90031bd,"got a sniffle, got the kids and hubby just left to work in sydney for the weekend, boo hoo",neutral,morning,46-60,Papua New Guinea,8947024.0,452860.0,20.0,got a sniffle got the kids and hubby just left to work in sydney for the weekend boo hoo,Neutral
1c14b45cee," house probably resembling your kind of heaven no?  maybe ciaran`s angels have moved in with you, hence inability to locate!",neutral,noon,60-70,Paraguay,7132538.0,397300.0,18.0, house probably resembling your kind of heaven no  maybe ciarans angels have moved in with you hence inability to locate,Positive
242de9277c, good to hear... several of my peeps are working tonight...,positive,night,70-100,Peru,32971854.0,1280000.0,26.0, good to hear several of my peeps are working tonight,Positive
b287d39fb3, i hope so too.  how are you?,positive,morning,0-20,Philippines,109581078.0,298170.0,368.0, i hope so too  how are you,Neutral
986073590,"actually, i think i`ll be more upset if i lost my data for cake mania 3. i was pretty far into the game",neutral,noon,21-30,Poland,37846611.0,306000.0,124.0,actually i think ill be more upset if i lost my data for cake mania  i was pretty far into the game,Negative
081ac56240,boo....up dlp is sold out for 8:30,neutral,night,31-45,Portugal,10196709.0,91590.0,111.0,booup dlp is sold out for ,Neutral
095410237d,"just saw star trek! it was amazing! seriously, so good. the entire cast was excellent, spock and kirk especially.  i want to see it again.",positive,morning,46-60,Qatar,2881053.0,11610.0,248.0,just saw star trek it was amazing seriously so good the entire cast was excellent spock and kirk especially  i want to see it again,Positive
3cf6817f75, aww  but we miss you here in the usa.,negative,noon,60-70,Romania,19237691.0,230170.0,84.0, aww  but we miss you here in the usa,Positive
edd38781e4,its seriously quiet and lonely here without bunny,negative,night,70-100,Russia,145934462.0,16376870.0,9.0,its seriously quiet and lonely here without bunny,Negative
d664f99182,rotc brought a climbing wall to work for coworkers to try and climb if they wanted.  i forgot my climbing shoes at home today.,neutral,morning,0-20,Rwanda,12952218.0,24670.0,525.0,rotc brought a climbing wall to work for coworkers to try and climb if they wanted  i forgot my climbing shoes at home today,Neutral
e8ddfa3959,ok. break over. back to the books. have fun lovelies!  ? http://blip.fm/~5z8da,positive,noon,21-30,Saint Kitts and Nevis,53199.0,260.0,205.0,ok break over back to the books have fun lovelies   ,Positive
502aa24ca7,downing a glass of ginger ale and then relishing an early evening in bed with 'because i said so' on lifetime.,neutral,night,31-45,Saint Lucia,183627.0,610.0,301.0,downing a glass of ginger ale and then relishing an early evening in bed with because i said so on lifetime,Positive
3861b033fb,watching fireworks off the bay bridge.,neutral,morning,46-60,Saint Vincent and the Grenadines,110940.0,390.0,284.0,watching fireworks off the bay bridge,Neutral
86a28f67e9,_x yepp.  do you like dylan or cole better?,neutral,noon,60-70,Samoa,198414.0,2830.0,70.0,x yepp  do you like dylan or cole better,Positive
83c92f835b,still freakin out about missing the game!!!  #jonasnewsongs,negative,night,70-100,San Marino,33931.0,60.0,566.0,still freakin out about missing the game  jonasnewsongs,Negative
8d138ab15b," yeah, its still totally in the high 60s here. soooo notlooking forward to aug and sept up here",neutral,morning,0-20,Sao Tome and Principe,219159.0,960.0,228.0, yeah its still totally in the high s here soooo notlooking forward to aug and sept up here,Positive
9e8665abc5,dang  i left my rolando`s dinner leftovers at home! i knew i should have put them in the shop fridge last night before we left downtown!,neutral,noon,21-30,Saudi Arabia,34813871.0,2149690.0,16.0,dang  i left my rolandos dinner leftovers at home i knew i should have put them in the shop fridge last night before we left downtown,Neutral
d4623c0bd6, no worries,positive,night,31-45,Senegal,16743927.0,192530.0,87.0, no worries,Neutral
75ca238abe,so sad i`m going to miss seeing pennywise again this year,negative,morning,46-60,Serbia,8737371.0,87460.0,100.0,so sad im going to miss seeing pennywise again this year,Negative
ec8507eef4, haha. thanks shannon.  3 out of 5 boats got first.,positive,noon,60-70,Seychelles,98347.0,460.0,214.0, haha thanks shannon   out of  boats got first,Positive
65c1831198, if you`re watching this...i love you.' i almost died. but now...she means nothing!,neutral,night,70-100,Sierra Leone,7976983.0,72180.0,111.0, if youre watching thisi love you i almost died but nowshe means nothing,Positive
dcb745bcf2,woke up an hour early just to study for        a test,neutral,morning,0-20,Singapore,5850342.0,700.0,8358.0,woke up an hour early just to study for        a test,Positive
cb1a68137c, they open at 9 a.m.   and i hope to be there shortly after that.   no guarantees for me though!,neutral,noon,21-30,Slovakia,5459642.0,48088.0,114.0, they open at  am   and i hope to be there shortly after that   no guarantees for me though,Neutral
a4d578eeb1,"is at work....  boo!  the pin-ups will be playing at uncommon ground wednesday night at 9 p.m.! (1401 w. devon ave., chicago 60660",neutral,night,31-45,Slovenia,2078938.0,20140.0,103.0,is at work  boo  the pinups will be playing at uncommon ground wednesday night at  pm  w devon ave chicago ,Positive
64cf7657b9,has just got out the shower,neutral,morning,46-60,Solomon Islands,686884.0,28000.0,25.0,has just got out the shower,Neutral
650fcedd22,he`s back! meeting him in 40 mins,neutral,noon,60-70,Somalia,15893222.0,627340.0,25.0,hes back meeting him in  mins,Neutral
0e0b4a2960, even ie8 would be better,positive,night,70-100,South Africa,59308690.0,1213090.0,49.0, even ie would be better,Positive
106a999786," it is, pinkwind is a thing from vanessa`s dad. and my sister made me that sn in the 4th grade",neutral,morning,0-20,South Korea,51269185.0,97230.0,527.0, it is pinkwind is a thing from vanessas dad and my sister made me that sn in the th grade,Neutral
6c18eab109,i cant change my profile picture on facebook,neutral,noon,21-30,South Sudan,11193725.0,610952.0,18.0,i cant change my profile picture on facebook,Neutral
d792349406, she lookd soo freaked out!!poor wee thing,negative,night,31-45,Spain,46754778.0,498800.0,94.0, she lookd soo freaked outpoor wee thing,Neutral
dbdbe24969,omgoodness finally back from dinner with the fam bam!,positive,morning,46-60,Sri Lanka,21413249.0,62710.0,341.0,omgoodness finally back from dinner with the fam bam,Neutral
5a3c9bf459,was just about to try and  dl the sims 3 but realize my pc don`t meet the standard requirements  i need new pc lol!!!,neutral,noon,60-70,Sudan,43849260.0,1765048.0,25.0,was just about to try and  dl the sims  but realize my pc dont meet the standard requirements  i need new pc lol,Positive
f61861742c,"is happy  and clean, squeaky clean",positive,night,70-100,Suriname,586632.0,156000.0,4.0,is happy  and clean squeaky clean,Positive
2a69a25949,don`t chase me - shea fisher download it,neutral,morning,0-20,Sweden,10099265.0,410340.0,25.0,dont chase me  shea fisher download it,Neutral
8d02587ab0,"hmm...whilst, walking through the city i received an inviataion into an suv limo via some prom fellows... don`t they have dates? oh boys!",neutral,noon,21-30,Switzerland,8654622.0,39500.0,219.0,hmmwhilst walking through the city i received an inviataion into an suv limo via some prom fellows dont they have dates oh boys,Neutral
6940969fb4,"sickkk, it`s been two days since summer started and it suck already!",negative,night,31-45,Syria,17500658.0,183630.0,95.0,sickkk its been two days since summer started and it suck already,Neutral
06aaa8e680,at an 80``s retro prom wishing he was here to dance with!  i`m gonna miss his great dancing 2nite  but still having a blast & a few drinks,neutral,morning,46-60,Tajikistan,9537645.0,139960.0,68.0,at an s retro prom wishing he was here to dance with  im gonna miss his great dancing nite  but still having a blast  a few drinks,Positive
f4052e9331,why i chose iphone   http://tr.im/kpae,neutral,noon,60-70,Tanzania,59734218.0,885800.0,67.0,why i chose iphone   ,Neutral
35f539ffa8,i got in a fight with ryan. now hes like crying and im just dead inside. sigggh,negative,night,70-100,Thailand,69799978.0,510890.0,137.0,i got in a fight with ryan now hes like crying and im just dead inside sigggh,Negative
736f2bd7b6,adams morgannnn for jumbo slice,neutral,morning,0-20,Timor-Leste,1318445.0,14870.0,89.0,adams morgannnn for jumbo slice,Neutral
35e15c616c,_bloody_poet what`s the matter?,neutral,noon,21-30,Togo,8278724.0,54390.0,152.0,bloodypoet whats the matter,Neutral
4104064854, has a name label on his picture too.. i just hadnt added it in when i took this: http://www.twitpic.com/4hap4 picture..,neutral,night,31-45,Tonga,105695.0,720.0,147.0, has a name label on his picture too i just hadnt added it in when i took this  picture,Neutral
d5c25dbc63,  still need to see that movie ! i am all about vampires,neutral,morning,46-60,Trinidad and Tobago,1399488.0,5130.0,273.0,  still need to see that movie  i am all about vampires,Neutral
34b7f333cb,have a happy friday and weekend everyone .. tgif for me is nothing,positive,noon,60-70,Tunisia,11818619.0,155360.0,76.0,have a happy friday and weekend everyone  tgif for me is nothing,Positive
bdf9453e5e," yeah, i`ve seen that before, funny   *hey honey, jill just sent me a **** in a box*",neutral,night,70-100,Turkey,84339067.0,770000.0,110.0, yeah ive seen that before funny   hey honey jill just sent me a  in a box,Positive
6c409292ce, - jt on snl tonight.,neutral,morning,0-20,Turkmenistan,6031200.0,469930.0,13.0,  jt on snl tonight,Neutral
ee89b16825,studio ghibli for this year; ponyo! http://bit.ly/whar8 as always it seems to be perfect  we`ll be waiting till august for it,positive,noon,21-30,Tuvalu,11792.0,30.0,393.0,studio ghibli for this year ponyo  as always it seems to be perfect  well be waiting till august for it,Positive
9f0147e874,is going to sleep. tomorrow exam review,neutral,night,31-45,Uganda,45741007.0,199810.0,229.0,is going to sleep tomorrow exam review,Neutral
1962233e5d,"brian (cat) still hasn`t shown up...i feel sad and sick, i`m afraid he`s been eaten by something.    it doesn`t look  good",negative,morning,46-60,Ukraine,43733762.0,579320.0,75.0,brian cat still hasnt shown upi feel sad and sick im afraid hes been eaten by something    it doesnt look  good,Negative
f2d120c26e,missing nate more than usual tonight,negative,noon,60-70,United Arab Emirates,9890402.0,83600.0,118.0,missing nate more than usual tonight,Positive
10c841e57b,anyone got an ffe account? if so.. add me,neutral,night,70-100,United Kingdom,67886011.0,241930.0,281.0,anyone got an ffe account if so add me,Neutral
5aa568e0a4," i`ll be one of your 'groovy guys' any time, shortie short  #photofollows",neutral,morning,0-20,United States of America,331002651.0,9147420.0,36.0, ill be one of your groovy guys any time shortie short  photofollows,Negative
2c9aebcb01,birthday tomorrow. doing jack **** all weekend,negative,noon,21-30,Uruguay,3473730.0,175020.0,20.0,birthday tomorrow doing jack  all weekend,Neutral
101a8b583a,how come i can never sleep past?? not good,negative,night,31-45,Uzbekistan,33469203.0,425400.0,79.0,how come i can never sleep past not good,Negative
e01eb1cf88,just snuck out my window.. now im laying on my roof looking at the stars. its a nice night out tonight.,positive,morning,46-60,Vanuatu,307145.0,12200.0,25.0,just snuck out my window now im laying on my roof looking at the stars its a nice night out tonight,Positive
7017d6c8cf,"i just downloaded a ton of stunning, beautiful wallpapers from www.interfacelift.com - go have a look.",positive,noon,60-70,Venezuela,28435940.0,882050.0,32.0,i just downloaded a ton of stunning beautiful wallpapers from wwwinterfaceliftcom  go have a look,Positive
4793312f15,this one goes out to jimmy fallon and justin timberlake...doin` their gibb bros show on snl  ? http://blip.fm/~5z1vd,neutral,night,70-100,Vietnam,97338579.0,310070.0,314.0,this one goes out to jimmy fallon and justin timberlakedoin their gibb bros show on snl   ,Neutral
ed539778c1,"to be really really... not bored but bad, i won`t know the news  but thats ok. brb x",neutral,morning,0-20,Yemen,29825964.0,527970.0,56.0,to be really really not bored but bad i wont know the news  but thats ok brb x,Positive
198854f289,cannot relaxing because she have to practice for her graduation,neutral,noon,21-30,Zambia,18383955.0,743390.0,25.0,cannot relaxing because she have to practice for her graduation,Neutral
d1aa96a414,"'patchouli oil & incense had a surge in popularity in the 1960s & 1970s, mostly among devotees of the free love & hippie lifestyles.'",positive,night,31-45,Zimbabwe,14862924.0,386850.0,38.0,patchouli oil  incense had a surge in popularity in the s  s mostly among devotees of the free love  hippie lifestyles,Positive
92fe747a96,hi  godd day eweryone im in a reel good mood to day,positive,morning,46-60,Afghanistan,38928346.0,652860.0,60.0,hi  godd day eweryone im in a reel good mood to day,Positive
2.08E+12,"whoo, bgt!! i really must multi-task and do my art work at the same time though, back at college on monday!!",neutral,noon,60-70,Albania,2877797.0,27400.0,105.0,whoo bgt i really must multitask and do my art work at the same time though back at college on monday,Positive
784fbab498,"_ according to mick jagger, hindu ragas are more sfs sort of music",neutral,night,70-100,Algeria,43851044.0,2381740.0,18.0, according to mick jagger hindu ragas are more sfs sort of music,Positive
a3dff88c1d, it takes a big man to type a sad tweet like that!,negative,morning,0-20,Andorra,77265.0,470.0,164.0, it takes a big man to type a sad tweet like that,Negative
1977ce206b, better than throwing them out,neutral,noon,21-30,Angola,32866272.0,1246700.0,26.0, better than throwing them out,Positive
21c6854561, i was going to but i`m stuck with it as i seem to have misplaced my remote  it`s extra bad tonight as well :|,negative,night,31-45,Antigua and Barbuda,97929.0,440.0,223.0, i was going to but im stuck with it as i seem to have misplaced my remote  its extra bad tonight as well ,Negative
eb9b4d2431, big thanks melody!  gotta love that sunshine-lots of vit d,positive,morning,46-60,Argentina,45195774.0,2736690.0,17.0, big thanks melody  gotta love that sunshinelots of vit d,Positive
0b3b751482,i got baby g wach its zi same as the 1 lady gaga wears in eh eh film clip but in pink!! i love you kay thanks a heap  i win olivia,positive,noon,60-70,Armenia,2963243.0,28470.0,104.0,i got baby g wach its zi same as the  lady gaga wears in eh eh film clip but in pink i love you kay thanks a heap  i win olivia,Positive
932af12853,hey! let`s follow each other! wouldn`t that just be awesome!?,positive,night,70-100,Australia,25499884.0,7682300.0,3.0,hey lets follow each other wouldnt that just be awesome,Positive
aacd4d0c3f," loving the shoes perez, looking fine as always  oh,and lady gaga, what can i say. outstanding!",positive,morning,0-20,Austria,9006398.0,82400.0,109.0, loving the shoes perez looking fine as always  ohand lady gaga what can i say outstanding,Positive
ee35fcd036,"this evening,picking up n`pop and go for dinner at ta lum tum tum (som-tum),major avenue..decided to go home(not clubing tonite)..",neutral,noon,21-30,Azerbaijan,10139177.0,82658.0,123.0,this eveningpicking up npop and go for dinner at ta lum tum tum somtummajor avenuedecided to go homenot clubing tonite,Neutral
44daf50a02,paper writing til my heart`s content,neutral,night,31-45,Bahamas,393244.0,10010.0,39.0,paper writing til my hearts content,Neutral
7623079330, awww such a sweetie. hope your mom has a wonderful mother`s day too,positive,morning,46-60,Bahrain,1701575.0,760.0,2239.0, awww such a sweetie hope your mom has a wonderful mothers day too,Positive
e64b0cc77d, yeah dude. mike is out,neutral,noon,60-70,Bangladesh,164689383.0,130170.0,1265.0, yeah dude mike is out,Neutral
780ee451f1, it`s a great movie - my best is the welsh flatmate,positive,night,70-100,Barbados,287375.0,430.0,668.0, its a great movie  my best is the welsh flatmate,Positive
59ee5ff2f9," i got a headache because of all the hard work today, still not ready, with a #heineken trying to finished up",negative,morning,0-20,Belarus,9449323.0,202910.0,47.0, i got a headache because of all the hard work today still not ready with a heineken trying to finished up,Negative
001e4be1ab,rachel is going to have lunch at baixa. and has a lot of stuffs to do.... wanna come ?,neutral,noon,21-30,Belgium,11589623.0,30280.0,383.0,rachel is going to have lunch at baixa and has a lot of stuffs to do wanna come ,Neutral
363460c8f4,just got to the gym but w/no energy,neutral,night,31-45,Belize,397628.0,22810.0,17.0,just got to the gym but wno energy,Neutral
5be8565b8d, im sad i cant go. it makes me sad,negative,morning,46-60,Benin,12123200.0,112760.0,108.0, im sad i cant go it makes me sad,Negative
ecaa478ef4, same. was going to try warm milk but i`m lactose intolerant  haha.,neutral,noon,60-70,Bhutan,771608.0,38100.0,20.0, same was going to try warm milk but im lactose intolerant  haha,Positive
acdbccaeeb,is my picture showing?,neutral,night,70-100,Bolivia,11673021.0,1083300.0,11.0,is my picture showing,Neutral
fc28b797bb,about to take my mum out for jewellery shopping and a coffee for mothers day,neutral,morning,0-20,Bosnia and Herzegovina,3280819.0,51000.0,64.0,about to take my mum out for jewellery shopping and a coffee for mothers day,Neutral
5a8f396cb2,so who is in for bring at hk lounge tomorrow ? $12 all you can drink till 5pm... then kareoke. i think it will be a nice sunday!,positive,noon,21-30,Botswana,2351627.0,566730.0,4.0,so who is in for bring at hk lounge tomorrow   all you can drink till pm then kareoke i think it will be a nice sunday,Positive
06a6314076, oh ****! i completely forgot about thirsty thursday! oh. my. gaga. this sucks,negative,night,31-45,Brazil,212559417.0,8358140.0,25.0, oh  i completely forgot about thirsty thursday oh my gaga this sucks,Negative
82ea51ab18,i wanna feel my chin,neutral,morning,46-60,Brunei,437479.0,5270.0,83.0,i wanna feel my chin,Neutral
895cec1c48, i do but is just a haul vid/photo slideshow only. i only do it for fun  http://www.youtube.com/eyezaddiction,positive,noon,60-70,Bulgaria,6948445.0,108560.0,64.0, i do but is just a haul vidphoto slideshow only i only do it for fun  ,Positive
8fb50df8d2,feeling so great!,positive,night,70-100,Burkina Faso,20903273.0,273600.0,76.0,feeling so great,Positive
37fa199c50,ahhhhhhhh!i can`t get miley to notice me......,negative,morning,0-20,Burundi,11890784.0,25680.0,463.0,ahhhhhhhhi cant get miley to notice me,Neutral
121b9c13c2,"coffee brewing, on this #musicmonday morning i`m #listening to the fray... here`s to a good week",positive,noon,21-30,Côte d'Ivoire,26378274.0,318000.0,83.0,coffee brewing on this musicmonday morning im listening to the fray heres to a good week,Positive
451880b8a6,i wanna be @ jet in the mirage...     couldn`t get to hawaii either   *****someday***** much love to the_wockeez and supercr3w,positive,night,31-45,Cabo Verde,555987.0,4030.0,138.0,i wanna be  jet in the mirage     couldnt get to hawaii either   someday much love to thewockeez and supercrw,Positive
c08a90abbd,just finished yet another amazing book by susan elizabeth philips!!!  god i love her books so much!!! which one to read next??? hmmm...,positive,morning,46-60,Cambodia,16718965.0,176520.0,95.0,just finished yet another amazing book by susan elizabeth philips  god i love her books so much which one to read next hmmm,Positive
23dad0b69f,_o_c i`m seriously screwed  i haven`t studied at all!!!! :`(,negative,noon,60-70,Cameroon,26545863.0,472710.0,56.0,oc im seriously screwed  i havent studied at all ,Negative
470f2669c4,well being a retired drummer i can do my own drum roll so all you need to do is read my posts since they take a ton of time  lol,neutral,night,70-100,Canada,37742154.0,9093510.0,4.0,well being a retired drummer i can do my own drum roll so all you need to do is read my posts since they take a ton of time  lol,Positive
53aae02026,being new to twitter?!?!?,neutral,morning,0-20,Central African Republic,4829767.0,622980.0,8.0,being new to twitter,Positive
